eco	name	pgn	uci_moves	games	parents	fen	ply	player_white	player_black	player_white_with_children	player_black_with_children	player_total	player_total_with_children	all_pct	player_pct	player_pct_with_children	white_pct	white_pct_with_children	black_pct	black_pct_with_children	ratio_white	ratio_black
B00	King's Pawn Game	1. e4	['e2e4']	2743851447	[]	rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1	1	3	2	3400	2619	5	6019	0.18483038417948905	0.0005734602592040372	0.20208158469028034	0.0006880733944954129	0.23097826086956522	0.0004588208304657031	0.17384666445403252	1.249676896441777	0.9405740578086434
A40	Queen's Pawn Game	1. d4	['d2d4']	1172382292	[]	rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1	1	20	42	835	1121	62	1956	0.07897361559880028	0.0071109072141300605	0.06567063958368306	0.0045871559633027525	0.05672554347826087	0.009635237439779766	0.07441088615997345	0.7182847467239756	0.9422246353515547
C40	King's Knight Opening	1. e4 e5 2. Nf3	['e2e4', 'e7e5', 'g1f3']	685445740	"[""King's Pawn Game""]"	rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2	3	0	2	8	368	2	376	0.04617276186613982	0.00022938410368161487	0.012623803928151755	0.0	0.0005434782608695652	0.0004588208304657031	0.024427480916030534	0.011770538276336416	0.5290452623745712
B20	Sicilian Defense	1. e4 c5	['e2e4', 'c7c5']	502221832	"[""King's Pawn Game""]"	rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	8	57	601	1119	65	1720	0.033830495544275294	0.007454983369652483	0.05774718818197079	0.001834862385321101	0.040828804347826084	0.01307639366827254	0.07427812811151677	1.2068639164446122	2.1955968104075234
C44	King's Knight Opening: Normal Variation	1. e4 e5 2. Nf3 Nc6	['e2e4', 'e7e5', 'g1f3', 'b8c6']	429385033	"[""King's Pawn Game"", ""King's Knight Opening""]"	r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3	4	1	3	6	304	4	310	0.028924087962956178	0.00045876820736322975	0.010407923451401712	0.00022935779816513763	0.0004076086956521739	0.0006882312456985547	0.02017922336541653	0.014092361224119108	0.6976615266576627
B01	Scandinavian Defense	1. e4 d5	['e2e4', 'd7d5']	284184020	"[""King's Pawn Game""]"	rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	245	29	258	217	274	475	0.019143106909705672	0.031425622204381234	0.015947624643276818	0.05619266055045872	0.017527173913043478	0.0066529020417526955	0.014404248257550614	0.9155866911111014	0.752450912252262
C00	French Defense	1. e4 e6	['e2e4', 'e7e6']	279229958	"[""King's Pawn Game""]"	rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	9	1	474	67	10	541	0.01880939307701617	0.0011469205184080743	0.01816350512002686	0.0020642201834862386	0.03220108695652174	0.00022941041523285156	0.004447394623299038	1.7119684204946164	0.23644540815798354
A45	Indian Defense	1. d4 Nf6	['d2d4', 'g8f6']	228453069	"[""Queen's Pawn Game""]"	rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2	2	2	168	199	585	170	784	0.01538897761991461	0.019497648812937262	0.026321974148061103	0.00045871559633027525	0.013519021739130435	0.038540949759119064	0.03883172917358115	0.8784873220970639	2.52334691313929
D06	Queen's Gambit	1. d4 d5 2. c4	['d2d4', 'd7d5', 'c2c4']	191832969	"[""Queen's Pawn Game""]"	rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2	3	0	0	26	89	0	115	0.012922186949052426	0.0	0.003861003861003861	0.0	0.001766304347826087	0.0	0.005907733156322602	0.13668772590816053	0.45717750250903244
C50	Italian Game	1. e4 e5 2. Nf3 Nc6 3. Bc4	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4']	189985983	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation""]"	r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3	5	0	4	0	120	4	120	0.012797770908844642	0.00045876820736322975	0.004028873594090985	0.0	0.0	0.0009176416609314062	0.007965482907401261	0.0	0.6224117437432992
B10	Caro-Kann Defense	1. e4 c6	['e2e4', 'c7c6']	178783760	"[""King's Pawn Game""]"	rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	34	6	334	25	40	359	0.01204317058854738	0.004587682073632297	0.012053046835655532	0.007798165137614679	0.02269021739130435	0.0013764624913971094	0.001659475605708596	1.884073402803239	0.13779391344723602
A04	Zukertort Opening	1. Nf3	['g1f3']	165881072	[]	rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1	1	3	8	19	132	11	151	0.011174024125609116	0.0012616125702488818	0.0050696659392311565	0.0006880733944954129	0.0012907608695652173	0.0018352833218628125	0.008762031198141387	0.11551441585014974	0.7841428566509161
A10	English Opening	1. c4	['c2c4']	155084674	[]	rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1	1	3	2	22	132	5	154	0.01044676085037734	0.0005734602592040372	0.005170387779083431	0.0006880733944954129	0.0014945652173913044	0.0004588208304657031	0.008762031198141387	0.1430649403003535	0.8387318637455838
C00	French Defense: Normal Variation	1. e4 e6 2. d4	['e2e4', 'e7e6', 'd2d4']	131224648	"[""King's Pawn Game"", 'French Defense']"	rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2	3	83	0	388	52	83	440	0.00883950992688644	0.009519440302787016	0.014772536511666946	0.019036697247706423	0.026358695652173914	0.0	0.0034517092598738796	2.9819182138141787	0.39048649624512416
B01	Scandinavian Defense: Mieses-Kotroc Variation	1. e4 d5 2. exd5 Qxd5	['e2e4', 'd7d5', 'e4d5', 'd8d5']	130513498	"[""King's Pawn Game"", 'Scandinavian Defense']"	rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3	4	1	4	4	10	5	14	0.008791605683435885	0.0005734602592040372	0.0004700352526439483	0.00022935779816513763	0.0002717391304347826	0.0009176416609314062	0.0006637902422834385	0.03090893065720198	0.07550273137637126
A40	Horwitz Defense	1. d4 e6	['d2d4', 'e7e6']	117625426	"[""Queen's Pawn Game""]"	rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2	2	18	1	53	1	19	54	0.00792344377849843	0.0021791489849753414	0.0018129931173409433	0.004128440366972477	0.0036005434782608696	0.00022941041523285156	6.637902422834384e-05	0.4544164859264273	0.008377547198413177
C23	Bishop's Opening	1. e4 e5 2. Bc4	['e2e4', 'e7e5', 'f1c4']	116332695	"[""King's Pawn Game""]"	rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2	3	1	4	8	62	5	70	0.007836363274329015	0.0005734602592040372	0.0023501762632197414	0.00022935779816513763	0.0005434782608695652	0.0009176416609314062	0.004115499502157318	0.06935337756098352	0.5251797751182874
B30	Sicilian Defense: Old Sicilian	1. e4 c5 2. Nf3 Nc6	['e2e4', 'c7c5', 'g1f3', 'b8c6']	111374909	"[""King's Pawn Game"", 'Sicilian Defense']"	r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3	4	6	247	77	332	253	409	0.007502398586823215	0.02901708911572428	0.013731744166526776	0.0013761467889908258	0.005230978260869565	0.05666437256251434	0.022037836043810155	0.6972407824421588	2.937438712269454
A00	Van't Kruijs Opening	1. e3	['e2e3']	104599165	[]	rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1	1	9	56	9	56	65	65	0.007045973233332907	0.007454983369652483	0.0021823065301326172	0.0020642201834862386	0.0006114130434782609	0.012846983253039687	0.0037172253567872553	0.08677481779036628	0.5275673400520318
C41	Philidor Defense	1. e4 e5 2. Nf3 d6	['e2e4', 'e7e5', 'g1f3', 'd7d6']	104291573	"[""King's Pawn Game"", ""King's Knight Opening""]"	rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3	4	0	0	1	2	0	3	0.007025253326067994	0.0	0.00010072183985227464	0.0	6.793478260869565e-05	0.0	0.00013275804845668768	0.009670082978590393	0.018897261393275883
D02	Queen's Pawn Game: Zukertort Variation	1. d4 d5 2. Nf3	['d2d4', 'd7d5', 'g1f3']	100294610	"[""Queen's Pawn Game""]"	rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2	3	0	2	9	21	2	30	0.006756011269378325	0.00022938410368161487	0.0010072183985227463	0.0	0.0006114130434782609	0.0004588208304657031	0.0013939595087952208	0.09049911539512899	0.20632877199500144
A50	Indian Defense: Normal Variation	1. d4 Nf6 2. c4	['d2d4', 'g8f6', 'c2c4']	99537959	"[""Queen's Pawn Game"", 'Indian Defense']"	rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2	3	2	4	41	268	6	309	0.006705042003103833	0.0006881523110448446	0.010374349504784287	0.00045871559633027525	0.0027853260869565217	0.0009176416609314062	0.01778957849319615	0.41540770149794226	2.6531643627230332
C60	Ruy Lopez	1. e4 e5 2. Nf3 Nc6 3. Bb5	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5']	99512739	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation""]"	r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3	5	0	0	1	62	0	63	0.006703343142076169	0.0	0.0021151586368977674	0.0	6.793478260869565e-05	0.0	0.004115499502157318	0.01013446293421506	0.6139473118009978
B00	Pirc Defense	1. e4 d6	['e2e4', 'd7d6']	98576062	"[""King's Pawn Game""]"	rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	54	8	154	9	62	163	0.00664024702586646	0.0071109072141300605	0.0054725532986402555	0.012385321100917432	0.01046195652173913	0.0018352833218628125	0.0005974112180550945	1.5755372474827456	0.08996822192426503
B06	Modern Defense	1. e4 g6	['e2e4', 'g7g6']	91873932	"[""King's Pawn Game""]"	rnbqkbnr/pppppp1p/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	28	36	189	63	64	252	0.006188780433505828	0.007340291317811676	0.00846063454759107	0.006422018348623854	0.012839673913043479	0.008258774948382657	0.0041818785263856625	2.0746694847227025	0.6757193232684628
B50	Sicilian Defense: Modern Variations	1. e4 c5 2. Nf3 d6	['e2e4', 'c7c5', 'g1f3', 'd7d6']	90040635	"[""King's Pawn Game"", 'Sicilian Defense']"	rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3	4	0	1	73	5	1	78	0.00606528650704141	0.00011469205184080744	0.0026187678361591403	0.0	0.004959239130434783	0.00022941041523285156	0.00033189512114171923	0.8176430123585131	0.054720435837022734
C42	Russian Game	1. e4 e5 2. Nf3 Nf6	['e2e4', 'e7e5', 'g1f3', 'g8f6']	87757662	"[""King's Pawn Game"", ""King's Knight Opening""]"	rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3	4	0	1	1	19	1	20	0.005911501659424111	0.00011469205184080744	0.0006714789323484975	0.0	6.793478260869565e-05	0.00022941041523285156	0.0012612014603385331	0.01149196710456709	0.2133470534221921
D00	Queen's Pawn Game: Accelerated London System	1. d4 d5 2. Bf4	['d2d4', 'd7d5', 'c1f4']	85529125	"[""Queen's Pawn Game""]"	rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2	3	0	3	0	27	3	27	0.005761383711049552	0.0003440761555224223	0.0009064965586704717	0.0	0.0	0.0006882312456985547	0.0017922336541652839	0.0	0.3110769467980449
C00	French Defense: Knight Variation	1. e4 e6 2. Nf3	['e2e4', 'e7e6', 'g1f3']	84605977	"[""King's Pawn Game"", 'French Defense']"	rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2	3	0	6	0	6	6	6	0.0056991989307178465	0.0006881523110448446	0.00020144367970454928	0.0	0.0	0.0013764624913971094	0.00039827414537006305	0.0	0.0698824782590802
A00	Hungarian Opening	1. g3	['g2g3']	80904135	[]	rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1	1	1	17	1	67	18	68	0.005449836714049792	0.0020644569331345337	0.0022830283699848916	0.00022935779816513763	6.793478260869565e-05	0.0038999770589584768	0.004447394623299038	0.012465471200918437	0.8160601604509659
C44	Scotch Game	1. e4 e5 2. Nf3 Nc6 3. d4	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'd2d4']	75192509	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation""]"	r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3	5	2	5	3	60	7	63	0.005065092113891576	0.000802844362885652	0.0021151586368977674	0.00045871559633027525	0.00020380434782608695	0.0011470520761642578	0.003982741453700631	0.04023704668018395	0.7863117519180987
C20	Center Game	1. e4 e5 2. d4	['e2e4', 'e7e5', 'd2d4']	73475735	"[""King's Pawn Game""]"	rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2	3	1	2	22	28	3	50	0.00494944736996191	0.0003440761555224223	0.0016786973308712439	0.00022935779816513763	0.0014945652173913044	0.0004588208304657031	0.0018586126783936277	0.3019660793772227	0.37551923264676135
C25	Vienna Game	1. e4 e5 2. Nc3	['e2e4', 'e7e5', 'b1c3']	73163124	"[""King's Pawn Game""]"	rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2	3	1	7	4	28	8	32	0.004928389374532927	0.0009175364147264595	0.0010743662917575962	0.00022935779816513763	0.0002717391304347826	0.001605872906629961	0.0018586126783936277	0.055137512437425026	0.3771237491903269
A01	Nimzo-Larsen Attack	1. b3	['b2b3']	71203176	[]	rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR b KQkq - 0 1	1	1	5	8	70	6	78	0.004796364026656351	0.0006881523110448446	0.0026187678361591403	0.00022935779816513763	0.0005434782608695652	0.0011470520761642578	0.004646531695984069	0.11331046973272287	0.9687612679438902
D30	Queen's Gambit Declined	1. d4 d5 2. c4 e6	['d2d4', 'd7d5', 'c2c4', 'e7e6']	70714527	"[""Queen's Pawn Game"", ""Queen's Gambit""]"	rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3	4	0	0	3	0	0	3	0.004763447819586295	0.0	0.00010072183985227464	0.0	0.00020380434782608695	0.0	0.0	0.042785048885827265	0.0
A40	Englund Gambit	1. d4 e5	['d2d4', 'e7e5']	70208845	"[""Queen's Pawn Game""]"	rnbqkbnr/pppp1ppp/8/4p3/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2	2	32	5	63	14	37	77	0.004729384241386811	0.004243605918109875	0.0025851938895417154	0.007339449541284404	0.004279891304347826	0.0011470520761642578	0.0009293063391968138	0.9049574079632872	0.19649626500305473
C55	Italian Game: Two Knights Defense	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6']	69693921	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Italian Game']"	r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4	6	0	1	0	23	1	23	0.004694698106739363	0.00011469205184080744	0.0007722007722007722	0.0	0.0	0.00022941041523285156	0.0015267175572519084	0.0	0.3252003691270936
C30	King's Gambit	1. e4 e5 2. f4	['e2e4', 'e7e5', 'f2f4']	68271212	"[""King's Pawn Game""]"	rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2	3	167	0	1114	51	167	1165	0.004598862068919922	0.019153572657414842	0.03911364780929998	0.038302752293577984	0.07567934782608696	0.0	0.003385330235645536	16.456102986333057	0.7361234550877944
C50	Italian Game: Giuoco Piano	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5']	63536755	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Italian Game']"	r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4	6	0	12	0	56	12	56	0.004279941193247869	0.0013763046220896893	0.0018801410105757932	0.0	0.0	0.0027529249827942187	0.0037172253567872553	0.0	0.8685225307888887
C46	Three Knights Opening	1. e4 e5 2. Nf3 Nc6 3. Nc3	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3']	61475412	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation""]"	r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3	5	1	6	1	42	7	43	0.004141085710006505	0.000802844362885652	0.0014436797045492698	0.00022935779816513763	6.793478260869565e-05	0.0013764624913971094	0.0027879190175904415	0.016405065571219228	0.6732338359608746
A40	Queen's Pawn Game: Modern Defense	1. d4 g6	['d2d4', 'g7g6']	57042856	"[""Queen's Pawn Game""]"	rnbqkbnr/pppppp1p/6p1/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2	2	12	79	12	94	91	106	0.003842501386400775	0.010436976717513476	0.0035588383414470372	0.0027522935779816515	0.0008152173913043478	0.018123422803395274	0.006239628277464321	0.21215799535935942	1.6238454199515349
B02	Alekhine Defense	1. e4 Nf6	['e2e4', 'g8f6']	56005188	"[""King's Pawn Game""]"	rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2	2	2	38	58	294	40	352	0.0037726023489363164	0.004587682073632297	0.011818029209333556	0.00045871559633027525	0.003940217391304348	0.008717595778848359	0.01951543312313309	1.0444295546853195	5.172936694119235
B00	Owen Defense	1. e4 b6	['e2e4', 'b7b6']	55363064	"[""King's Pawn Game""]"	rnbqkbnr/p1pppppp/1p6/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	77	4	80	5	81	85	0.003729347811326187	0.009290056199105402	0.0028537854624811148	0.017660550458715597	0.005434782608695652	0.0009176416609314062	0.00033189512114171923	1.4573010841708	0.08899548605623206
A43	Benoni Defense: Old Benoni	1. d4 c5	['d2d4', 'c7c5']	55075341	"[""Queen's Pawn Game""]"	rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2	2	35	154	40	195	189	235	0.0037099663128542415	0.021676797797912605	0.007889877455094847	0.008027522935779817	0.002717391304347826	0.035329203945859144	0.01294390972452705	0.7324571371261903	3.4889561340972732
B32	Sicilian Defense: Open	1. e4 c5 2. Nf3 Nc6 3. d4	['e2e4', 'c7c5', 'g1f3', 'b8c6', 'd2d4']	52512935	"[""King's Pawn Game"", 'Sicilian Defense', 'Sicilian Defense: Old Sicilian']"	r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3	5	20	6	71	24	26	95	0.0035373583949140585	0.002981993347860993	0.0031895249286553636	0.0045871559633027525	0.004823369565217391	0.0013764624913971094	0.0015930965814802522	1.3635512794384457	0.4503633512993125
B40	Sicilian Defense: French Variation	1. e4 c5 2. Nf3 e6	['e2e4', 'c7c5', 'g1f3', 'e7e6']	51020545	"[""King's Pawn Game"", 'Sicilian Defense']"	rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3	4	2	4	73	297	6	370	0.0034368285293678693	0.0006881523110448446	0.012422360248447204	0.00045871559633027525	0.004959239130434783	0.0009176416609314062	0.019714570195818123	1.442969612262538	5.736268198240369
D10	Slav Defense	1. d4 d5 2. c4 c6	['d2d4', 'd7d5', 'c2c4', 'c7c6']	50619342	"[""Queen's Pawn Game"", ""Queen's Gambit""]"	rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3	4	1	2	5	10	3	15	0.003409802829888023	0.0003440761555224223	0.0005036091992613732	0.00022935779816513763	0.00033967391304347825	0.0004588208304657031	0.0006637902422834385	0.09961687815674464	0.1946711512070735
A46	Indian Defense: Knights Variation	1. d4 Nf6 2. Nf3	['d2d4', 'g8f6', 'g1f3']	50608152	"[""Queen's Pawn Game"", 'Indian Defense']"	rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2	3	0	1	3	80	1	83	0.0034090490529292776	0.00011469205184080744	0.002786637569246265	0.0	0.00020380434782608695	0.00022941041523285156	0.005310321938267508	0.05978334270402033	1.5577135605322348
B23	Sicilian Defense: Closed	1. e4 c5 2. Nc3	['e2e4', 'c7c5', 'b1c3']	49316958	"[""King's Pawn Game"", 'Sicilian Defense']"	rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2	3	2	13	5	81	15	86	0.0033220720836289962	0.0017203807776121115	0.0028873594090985397	0.00045871559633027525	0.00033967391304347825	0.0029823353980270705	0.005376700962495851	0.10224760465535175	1.6184781146056288
C47	Four Knights Game	1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6']	49088867	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Three Knights Opening']"	r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4	6	0	2	0	12	2	12	0.003306707495577417	0.00022938410368161487	0.00040288735940909856	0.0	0.0	0.0004588208304657031	0.0007965482907401261	0.0	0.24088864582230998
B20	Sicilian Defense: Bowdler Attack	1. e4 c5 2. Bc4	['e2e4', 'c7c5', 'f1c4']	48396876	"[""King's Pawn Game"", 'Sicilian Defense']"	rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2	3	0	106	0	106	106	106	0.0032600938341422877	0.012157357495125587	0.0035588383414470372	0.0	0.0	0.024317504014682266	0.007036176568204448	0.0	2.1582742479728734
A20	English Opening: King's English Variation	1. c4 e5	['c2c4', 'e7e5']	46155104	['English Opening']	rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2	2	5	0	6	4	5	10	0.0031090843542173267	0.0005734602592040372	0.00033573946617424877	0.0011467889908256881	0.0004076086956521739	0.0	0.00026551609691337537	0.13110248845428457	0.08540009426029734
D20	Queen's Gambit Accepted	1. d4 d5 2. c4 dxc4	['d2d4', 'd7d5', 'c2c4', 'd5c4']	44570591	"[""Queen's Pawn Game"", ""Queen's Gambit""]"	rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3	4	2	3	6	18	5	24	0.0030023489306040692	0.0005734602592040372	0.0008057747188181971	0.00045871559633027525	0.0004076086956521739	0.0006882312456985547	0.001194822436110189	0.13576326572080463	0.39796254989915253
A00	Mieses Opening	1. d3	['d2d3']	43529620	[]	rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1	1	3	15	4	26	18	30	0.0029322273975815466	0.0020644569331345337	0.0010072183985227463	0.0006880733944954129	0.0002717391304347826	0.0034411562284927736	0.0017258546299369398	0.09267327993009977	0.5885814419988016
A02	Bird Opening	1. f4	['f2f4']	43206874	[]	rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq - 0 1	1	5	32	31	51	37	82	0.002910486691743548	0.004243605918109875	0.00275306362262884	0.0011467889908256881	0.002105978260869565	0.00734113328745125	0.003385330235645536	0.7235828519140088	1.163149189188537
B21	Sicilian Defense: Smith-Morra Gambit	1. e4 c5 2. d4	['e2e4', 'c7c5', 'd2d4']	43190858	"[""King's Pawn Game"", 'Sicilian Defense']"	rnbqkbnr/pp1ppppp/8/2p5/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2	3	195	33	243	52	228	295	0.0029094078274208256	0.026149787819704094	0.009904314252140339	0.04472477064220184	0.016508152173913042	0.007570543702684102	0.0034517092598738796	5.674059173941052	1.1863958113200657
C21	Center Game Accepted	1. e4 e5 2. d4 exd4	['e2e4', 'e7e5', 'd2d4', 'e5d4']	43186509	"[""King's Pawn Game"", 'Center Game']"	rnbqkbnr/pppp1ppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3	4	0	0	14	25	0	39	0.0029091148715679584	0.0	0.0013093839180795702	0.0	0.0009510869565217392	0.0	0.001659475605708596	0.326933448320355	0.5704400406898232
D31	Queen's Gambit Declined: Queen's Knight Variation	1. d4 d5 2. c4 e6 3. Nc3	['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3']	42095024	"[""Queen's Pawn Game"", ""Queen's Gambit"", ""Queen's Gambit Declined""]"	rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3	5	0	0	3	0	0	3	0.0028355906317273786	0.0	0.00010072183985227464	0.0	0.00020380434782608695	0.0	0.0	0.07187368499025329	0.0
B00	Nimzowitsch Defense	1. e4 Nc6	['e2e4', 'b8c6']	41938203	"[""King's Pawn Game""]"	r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2	2	9	41	72	168	50	240	0.0028250269090779245	0.005734602592040372	0.00805774718818197	0.0020642201834862386	0.004891304347826087	0.009405827024546915	0.011151676070361766	1.7314186750251472	3.9474583532379945
D02	Queen's Pawn Game: Symmetrical Variation	1. d4 d5 2. Nf3 Nf6	['d2d4', 'd7d5', 'g1f3', 'g8f6']	39373063	"[""Queen's Pawn Game"", ""Queen's Pawn Game: Zukertort Variation""]"	rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3	4	0	1	8	7	1	15	0.002652234824363371	0.00011469205184080744	0.0005036091992613732	0.0	0.0005434782608695652	0.00022941041523285156	0.0004646531695984069	0.2049133266320108	0.17519307315103214
