eco	name	pgn	uci_moves	games	parents	fen	ply	player_white	player_black	player_white_with_children	player_black_with_children	player_total	player_total_with_children	all_pct	player_pct	player_pct_with_children	white_pct	white_pct_with_children	black_pct	black_pct_with_children	ratio_white	ratio_black	popularity_rank
B00	King's Pawn Game	1. e4	['e2e4']	2743851447	[]	rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1	1	0	0	112	77	0	189	0.18483038417948905	0.0	0.1911021233569262	0.0	0.23045267489711935	0.0	0.15308151093439365	1.2468332840412562	0.8282269801794925	1
A40	Queen's Pawn Game	1. d4	['d2d4']	1172382292	[]	rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1	1	4	4	36	40	8	76	0.07897361559880028	0.02702702702702703	0.07684529828109202	0.02666666666666667	0.07407407407407407	0.0273972602739726	0.07952286282306163	0.9379597668464777	1.006954819278525	2
C40	King's Knight Opening	1. e4 e5 2. Nf3	['e2e4', 'e7e5', 'g1f3']	685445740	"[""King's Pawn Game""]"	rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2	3	0	0	0	6	0	6	0.04617276186613982	0.0	0.006066734074823054	0.0	0.0	0.0	0.011928429423459244	0.0	0.2583434245939444	3
B20	Sicilian Defense	1. e4 c5	['e2e4', 'c7c5']	502221832	"[""King's Pawn Game""]"	rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	1	1	17	45	2	62	0.033830495544275294	0.006756756756756757	0.06268958543983821	0.006666666666666667	0.03497942386831276	0.00684931506849315	0.08946322067594434	1.0339613211557548	2.6444549285085204	4
C44	King's Knight Opening: Normal Variation	1. e4 e5 2. Nf3 Nc6	['e2e4', 'e7e5', 'g1f3', 'b8c6']	429385033	"[""King's Pawn Game"", ""King's Knight Opening""]"	r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3	4	0	0	0	3	0	3	0.028924087962956178	0.0	0.003033367037411527	0.0	0.0	0.0	0.005964214711729622	0.0	0.20620234316007285	5
B01	Scandinavian Defense	1. e4 d5	['e2e4', 'd7d5']	284184020	"[""King's Pawn Game""]"	rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	13	1	14	2	14	16	0.019143106909705672	0.0472972972972973	0.016177957532861477	0.08666666666666667	0.02880658436213992	0.00684931506849315	0.003976143141153081	1.5048019372202746	0.20770626000825143	6
C00	French Defense	1. e4 e6	['e2e4', 'e7e6']	279229958	"[""King's Pawn Game""]"	rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	1	0	14	3	1	17	0.01880939307701617	0.0033783783783783786	0.017189079878665317	0.006666666666666667	0.02880658436213992	0.0	0.005964214711729622	1.5314999396413091	0.31708703663689697	7
A45	Indian Defense	1. d4 Nf6	['d2d4', 'g8f6']	228453069	"[""Queen's Pawn Game""]"	rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2	2	1	6	10	28	7	38	0.01538897761991461	0.02364864864864865	0.03842264914054601	0.006666666666666667	0.0205761316872428	0.0410958904109589	0.055666003976143144	1.3370694399227394	3.6172646000931685	8
D06	Queen's Gambit	1. d4 d5 2. c4	['d2d4', 'd7d5', 'c2c4']	191832969	"[""Queen's Pawn Game""]"	rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2	3	0	0	2	2	0	4	0.012922186949052426	0.0	0.004044489383215369	0.0	0.00411522633744856	0.0	0.003976143141153081	0.31846206479394157	0.30769893337943455	9
C50	Italian Game	1. e4 e5 2. Nf3 Nc6 3. Bc4	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4']	189985983	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation""]"	r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3	5	0	0	0	1	0	1	0.012797770908844642	0.0	0.0010111223458038423	0.0	0.0	0.0	0.0019880715705765406	0.0	0.15534514445813125	10
B10	Caro-Kann Defense	1. e4 c6	['e2e4', 'c7c6']	178783760	"[""King's Pawn Game""]"	rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	3	0	12	0	3	12	0.01204317058854738	0.010135135135135136	0.012133468149646108	0.02	0.024691358024691357	0.0	0.0	2.0502373393408497	0.0	11
A04	Zukertort Opening	1. Nf3	['g1f3']	165881072	[]	rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1	1	0	0	0	4	0	4	0.011174024125609116	0.0	0.004044489383215369	0.0	0.0	0.0	0.007952286282306162	0.0	0.7116761332276673	12
A10	English Opening	1. c4	['c2c4']	155084674	[]	rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1	1	0	0	0	4	0	4	0.01044676085037734	0.0	0.004044489383215369	0.0	0.0	0.0	0.007952286282306162	0.0	0.7612202860007964	13
C00	French Defense: Normal Variation	1. e4 e6 2. d4	['e2e4', 'e7e6', 'd2d4']	131224648	"[""King's Pawn Game"", 'French Defense']"	rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2	3	0	0	2	3	0	5	0.00883950992688644	0.0	0.005055611729019211	0.0	0.00411522633744856	0.0	0.005964214711729622	0.4655491505169988	0.6747223274888511	14
B01	Scandinavian Defense: Mieses-Kotroc Variation	1. e4 d5 2. exd5 Qxd5	['e2e4', 'd7d5', 'e4d5', 'd8d5']	130513498	"[""King's Pawn Game"", 'Scandinavian Defense']"	rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3	4	0	0	0	0	0	0	0.008791605683435885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15
A40	Horwitz Defense	1. d4 e6	['d2d4', 'e7e6']	117625426	"[""Queen's Pawn Game""]"	rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2	2	1	0	2	0	1	2	0.00792344377849843	0.0033783783783783786	0.0020222446916076846	0.006666666666666667	0.00411522633744856	0.0	0.0	0.519373450798743	0.0	16
C23	Bishop's Opening	1. e4 e5 2. Bc4	['e2e4', 'e7e5', 'f1c4']	116332695	"[""King's Pawn Game""]"	rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2	3	0	0	0	3	0	3	0.007836363274329015	0.0	0.003033367037411527	0.0	0.0	0.0	0.005964214711729622	0.0	0.7610947199535367	17
B30	Sicilian Defense: Old Sicilian	1. e4 c5 2. Nf3 Nc6	['e2e4', 'c7c5', 'g1f3', 'b8c6']	111374909	"[""King's Pawn Game"", 'Sicilian Defense']"	r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3	4	0	0	5	1	0	6	0.007502398586823215	0.0	0.006066734074823054	0.0	0.0102880658436214	0.0	0.0019880715705765406	1.371303553731572	0.2649914620729797	18
A00	Van't Kruijs Opening	1. e3	['e2e3']	104599165	[]	rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1	1	0	1	0	1	1	1	0.007045973233332907	0.0033783783783783786	0.0010111223458038423	0.0	0.0	0.00684931506849315	0.0019880715705765406	0.0	0.2821571278714803	19
C41	Philidor Defense	1. e4 e5 2. Nf3 d6	['e2e4', 'e7e5', 'g1f3', 'd7d6']	104291573	"[""King's Pawn Game"", ""King's Knight Opening""]"	rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3	4	0	0	0	0	0	0	0.007025253326067994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20
D02	Queen's Pawn Game: Zukertort Variation	1. d4 d5 2. Nf3	['d2d4', 'd7d5', 'g1f3']	100294610	"[""Queen's Pawn Game""]"	rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2	3	0	0	0	0	0	0	0.006756011269378325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21
A50	Indian Defense: Normal Variation	1. d4 Nf6 2. c4	['d2d4', 'g8f6', 'c2c4']	99537959	"[""Queen's Pawn Game"", 'Indian Defense']"	rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2	3	0	0	4	15	0	19	0.006705042003103833	0.0	0.019211324570273004	0.0	0.00823045267489712	0.0	0.02982107355864811	1.2275020307236195	4.447559544719277	22
C60	Ruy Lopez	1. e4 e5 2. Nf3 Nc6 3. Bb5	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5']	99512739	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation""]"	r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3	5	0	0	0	2	0	2	0.006703343142076169	0.0	0.0020222446916076846	0.0	0.0	0.0	0.003976143141153081	0.0	0.5931582281973983	23
B00	Pirc Defense	1. e4 d6	['e2e4', 'd7d6']	98576062	"[""King's Pawn Game""]"	rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	1	0	4	0	1	4	0.00664024702586646	0.0033783783783783786	0.004044489383215369	0.006666666666666667	0.00823045267489712	0.0	0.0	1.2394798932684525	0.0	24
B06	Modern Defense	1. e4 g6	['e2e4', 'g7g6']	91873932	"[""King's Pawn Game""]"	rnbqkbnr/pppppp1p/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	0	0	4	0	0	4	0.006188780433505828	0.0	0.004044489383215369	0.0	0.00823045267489712	0.0	0.0	1.3298989620536146	0.0	25
B50	Sicilian Defense: Modern Variations	1. e4 c5 2. Nf3 d6	['e2e4', 'c7c5', 'g1f3', 'd7d6']	90040635	"[""King's Pawn Game"", 'Sicilian Defense']"	rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3	4	0	0	4	0	0	4	0.00606528650704141	0.0	0.004044489383215369	0.0	0.00823045267489712	0.0	0.0	1.3569767339666625	0.0	26
C42	Russian Game	1. e4 e5 2. Nf3 Nf6	['e2e4', 'e7e5', 'g1f3', 'g8f6']	87757662	"[""King's Pawn Game"", ""King's Knight Opening""]"	rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3	4	0	0	0	0	0	0	0.005911501659424111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27
D00	Queen's Pawn Game: Accelerated London System	1. d4 d5 2. Bf4	['d2d4', 'd7d5', 'c1f4']	85529125	"[""Queen's Pawn Game""]"	rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2	3	0	0	0	0	0	0	0.005761383711049552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28
C00	French Defense: Knight Variation	1. e4 e6 2. Nf3	['e2e4', 'e7e6', 'g1f3']	84605977	"[""King's Pawn Game"", 'French Defense']"	rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2	3	0	0	0	0	0	0	0.0056991989307178465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29
A00	Hungarian Opening	1. g3	['g2g3']	80904135	[]	rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1	1	0	1	0	7	1	7	0.005449836714049792	0.0033783783783783786	0.007077856420626896	0.0	0.0	0.00684931506849315	0.013916500994035786	0.0	2.553562927520151	30
C44	Scotch Game	1. e4 e5 2. Nf3 Nc6 3. d4	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'd2d4']	75192509	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation""]"	r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3	5	0	0	0	0	0	0	0.005065092113891576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31
C20	Center Game	1. e4 e5 2. d4	['e2e4', 'e7e5', 'd2d4']	73475735	"[""King's Pawn Game""]"	rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2	3	0	0	2	0	0	2	0.00494944736996191	0.0	0.0020222446916076846	0.0	0.00411522633744856	0.0	0.0	0.8314516813379571	0.0	32
C25	Vienna Game	1. e4 e5 2. Nc3	['e2e4', 'e7e5', 'b1c3']	73163124	"[""King's Pawn Game""]"	rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2	3	0	1	2	1	1	3	0.004928389374532927	0.0033783783783783786	0.003033367037411527	0.0	0.00411522633744856	0.00684931506849315	0.0019880715705765406	0.8350043035791115	0.4033917410928908	33
A01	Nimzo-Larsen Attack	1. b3	['b2b3']	71203176	[]	rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR b KQkq - 0 1	1	0	0	0	6	0	6	0.004796364026656351	0.0	0.006066734074823054	0.0	0.0	0.0	0.011928429423459244	0.0	2.4869733317082714	34
D30	Queen's Gambit Declined	1. d4 d5 2. c4 e6	['d2d4', 'd7d5', 'c2c4', 'e7e6']	70714527	"[""Queen's Pawn Game"", ""Queen's Gambit""]"	rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3	4	0	0	0	0	0	0	0.004763447819586295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35
A40	Englund Gambit	1. d4 e5	['d2d4', 'e7e5']	70208845	"[""Queen's Pawn Game""]"	rnbqkbnr/pppp1ppp/8/4p3/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2	2	2	0	3	0	2	3	0.004729384241386811	0.006756756756756757	0.003033367037411527	0.013333333333333334	0.006172839506172839	0.0	0.0	1.3052099789554759	0.0	36
C55	Italian Game: Two Knights Defense	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6']	69693921	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Italian Game']"	r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4	6	0	0	0	0	0	0	0.004694698106739363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37
C30	King's Gambit	1. e4 e5 2. f4	['e2e4', 'e7e5', 'f2f4']	68271212	"[""King's Pawn Game""]"	rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2	3	6	0	31	1	6	32	0.004598862068919922	0.02027027027027027	0.032355915065722954	0.04	0.06378600823045268	0.0	0.0019880715705765406	13.869954626717758	0.43229641176071504	38
C50	Italian Game: Giuoco Piano	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5']	63536755	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Italian Game']"	r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4	6	0	0	0	0	0	0	0.004279941193247869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39
C46	Three Knights Opening	1. e4 e5 2. Nf3 Nc6 3. Nc3	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3']	61475412	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation""]"	r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3	5	0	0	0	0	0	0	0.004141085710006505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40
A40	Queen's Pawn Game: Modern Defense	1. d4 g6	['d2d4', 'g7g6']	57042856	"[""Queen's Pawn Game""]"	rnbqkbnr/pppppp1p/6p1/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2	2	1	1	1	1	2	2	0.003842501386400775	0.006756756756756757	0.0020222446916076846	0.006666666666666667	0.00205761316872428	0.00684931506849315	0.0019880715705765406	0.5354879443912502	0.517389942294528	41
B02	Alekhine Defense	1. e4 Nf6	['e2e4', 'g8f6']	56005188	"[""King's Pawn Game""]"	rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2	2	0	1	5	11	1	16	0.0037726023489363164	0.0033783783783783786	0.016177957532861477	0.0	0.0102880658436214	0.00684931506849315	0.02186878727634195	2.7270475104597534	5.796737968555802	42
B00	Owen Defense	1. e4 b6	['e2e4', 'b7b6']	55363064	"[""King's Pawn Game""]"	rnbqkbnr/p1pppppp/1p6/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	2	2	0	2	0	2	2	0.003729347811326187	0.006756756756756757	0.0020222446916076846	0.013333333333333334	0.00411522633744856	0.0	0.0	1.1034707797836512	0.0	43
A43	Benoni Defense: Old Benoni	1. d4 c5	['d2d4', 'c7c5']	55075341	"[""Queen's Pawn Game""]"	rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2	2	3	2	3	4	5	7	0.0037099663128542415	0.016891891891891893	0.007077856420626896	0.02	0.006172839506172839	0.0136986301369863	0.007952286282306162	1.663853249768136	2.143492854572072	44
B32	Sicilian Defense: Open	1. e4 c5 2. Nf3 Nc6 3. d4	['e2e4', 'c7c5', 'g1f3', 'b8c6', 'd2d4']	52512935	"[""King's Pawn Game"", 'Sicilian Defense', 'Sicilian Defense: Old Sicilian']"	r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3	5	2	0	5	1	2	6	0.0035373583949140585	0.006756756756756757	0.006066734074823054	0.013333333333333334	0.0102880658436214	0.0	0.0019880715705765406	2.9084035868159046	0.5620215281083616	45
B40	Sicilian Defense: French Variation	1. e4 c5 2. Nf3 e6	['e2e4', 'c7c5', 'g1f3', 'e7e6']	51020545	"[""King's Pawn Game"", 'Sicilian Defense']"	rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3	4	0	4	6	20	4	26	0.0034368285293678693	0.013513513513513514	0.0262891809908999	0.0	0.012345679012345678	0.0273972602739726	0.039761431411530816	3.5921719419084317	11.569221761216024	46
D10	Slav Defense	1. d4 d5 2. c4 c6	['d2d4', 'd7d5', 'c2c4', 'c7c6']	50619342	"[""Queen's Pawn Game"", ""Queen's Gambit""]"	rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3	4	1	0	2	0	1	2	0.003409802829888023	0.0033783783783783786	0.0020222446916076846	0.006666666666666667	0.00411522633744856	0.0	0.0	1.206881025898997	0.0	47
A46	Indian Defense: Knights Variation	1. d4 Nf6 2. Nf3	['d2d4', 'g8f6', 'g1f3']	50608152	"[""Queen's Pawn Game"", 'Indian Defense']"	rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2	3	0	0	0	6	0	6	0.0034090490529292776	0.0	0.006066734074823054	0.0	0.0	0.0	0.011928429423459244	0.0	3.4990489248635357	48
B23	Sicilian Defense: Closed	1. e4 c5 2. Nc3	['e2e4', 'c7c5', 'b1c3']	49316958	"[""King's Pawn Game"", 'Sicilian Defense']"	rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2	3	0	4	0	4	4	4	0.0033220720836289962	0.013513513513513514	0.004044489383215369	0.0	0.0	0.0273972602739726	0.007952286282306162	0.0	2.393772947159885	49
C47	Four Knights Game	1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6']	49088867	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Three Knights Opening']"	r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4	6	0	0	0	0	0	0	0.003306707495577417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
B20	Sicilian Defense: Bowdler Attack	1. e4 c5 2. Bc4	['e2e4', 'c7c5', 'f1c4']	48396876	"[""King's Pawn Game"", 'Sicilian Defense']"	rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2	3	0	3	0	3	3	3	0.0032600938341422877	0.010135135135135136	0.003033367037411527	0.0	0.0	0.02054794520547945	0.005964214711729622	0.0	1.8294610570001502	51
A20	English Opening: King's English Variation	1. c4 e5	['c2c4', 'e7e5']	46155104	['English Opening']	rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2	2	0	0	0	1	0	1	0.0031090843542173267	0.0	0.0010111223458038423	0.0	0.0	0.0	0.0019880715705765406	0.0	0.6394395725802083	52
D20	Queen's Gambit Accepted	1. d4 d5 2. c4 dxc4	['d2d4', 'd7d5', 'c2c4', 'd5c4']	44570591	"[""Queen's Pawn Game"", ""Queen's Gambit""]"	rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3	4	0	0	0	2	0	2	0.0030023489306040692	0.0	0.0020222446916076846	0.0	0.0	0.0	0.003976143141153081	0.0	1.3243441162427065	53
A00	Mieses Opening	1. d3	['d2d3']	43529620	[]	rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1	1	0	2	0	2	2	2	0.0029322273975815466	0.006756756756756757	0.0020222446916076846	0.0	0.0	0.0136986301369863	0.003976143141153081	0.0	1.3560145930129905	54
A02	Bird Opening	1. f4	['f2f4']	43206874	[]	rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq - 0 1	1	1	1	2	1	2	3	0.002910486691743548	0.006756756756756757	0.003033367037411527	0.006666666666666667	0.00411522633744856	0.00684931506849315	0.0019880715705765406	1.4139306491668937	0.6830718643092547	55
B21	Sicilian Defense: Smith-Morra Gambit	1. e4 c5 2. d4	['e2e4', 'c7c5', 'd2d4']	43190858	"[""King's Pawn Game"", 'Sicilian Defense']"	rnbqkbnr/pp1ppppp/8/2p5/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2	3	0	0	0	2	0	2	0.0029094078274208256	0.0	0.0020222446916076846	0.0	0.0	0.0	0.003976143141153081	0.0	1.3666503209616752	56
C21	Center Game Accepted	1. e4 e5 2. d4 exd4	['e2e4', 'e7e5', 'd2d4', 'e5d4']	43186509	"[""King's Pawn Game"", 'Center Game']"	rnbqkbnr/pppp1ppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3	4	0	0	2	0	0	2	0.0029091148715679584	0.0	0.0020222446916076846	0.0	0.00411522633744856	0.0	0.0	1.4145974013155864	0.0	57
D31	Queen's Gambit Declined: Queen's Knight Variation	1. d4 d5 2. c4 e6 3. Nc3	['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3']	42095024	"[""Queen's Pawn Game"", ""Queen's Gambit"", ""Queen's Gambit Declined""]"	rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3	5	0	0	0	0	0	0	0.0028355906317273786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58
B00	Nimzowitsch Defense	1. e4 Nc6	['e2e4', 'b8c6']	41938203	"[""King's Pawn Game""]"	r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2	2	0	0	3	3	0	6	0.0028250269090779245	0.0	0.006066734074823054	0.0	0.006172839506172839	0.0	0.005964214711729622	2.185055118001557	2.111206336677449	59
D02	Queen's Pawn Game: Symmetrical Variation	1. d4 d5 2. Nf3 Nf6	['d2d4', 'd7d5', 'g1f3', 'g8f6']	39373063	"[""Queen's Pawn Game"", ""Queen's Pawn Game: Zukertort Variation""]"	rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3	4	0	0	0	0	0	0	0.002652234824363371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60
C24	Bishop's Opening: Berlin Defense	1. e4 e5 2. Bc4 Nf6	['e2e4', 'e7e5', 'f1c4', 'g8f6']	39091606	"[""King's Pawn Game"", ""Bishop's Opening""]"	rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3	4	0	0	0	0	0	0	0.0026332754140436596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61
D35	Queen's Gambit Declined: Normal Defense	1. d4 d5 2. c4 e6 3. Nc3 Nf6	['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'g8f6']	37975599	"[""Queen's Pawn Game"", ""Queen's Gambit"", ""Queen's Gambit Declined"", ""Queen's Gambit Declined: Queen's Knight Variation""]"	rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4	6	0	0	0	0	0	0	0.0025580993316130576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62
D06	Queen's Gambit Declined: Marshall Defense	1. d4 d5 2. c4 Nf6	['d2d4', 'd7d5', 'c2c4', 'g8f6']	37386045	"[""Queen's Pawn Game"", ""Queen's Gambit""]"	rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3	4	0	0	0	0	0	0	0.002518385996390885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63
C42	Russian Game: Three Knights Game	1. e4 e5 2. Nf3 Nf6 3. Nc3	['e2e4', 'e7e5', 'g1f3', 'g8f6', 'b1c3']	36998975	"[""King's Pawn Game"", ""King's Knight Opening"", 'Russian Game']"	rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3	5	0	0	0	0	0	0	0.0024923123192307833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64
C02	French Defense: Advance Variation	1. e4 e6 2. d4 d5 3. e5	['e2e4', 'e7e6', 'd2d4', 'd7d5', 'e4e5']	36912046	"[""King's Pawn Game"", 'French Defense', 'French Defense: Normal Variation']"	rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3	5	0	0	0	0	0	0	0.002486456637618025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65
