eco	name	pgn	uci_moves	games	parents	fen	ply	player_white	player_black	player_white_with_children	player_black_with_children	player_total	player_total_with_children	all_pct	player_pct	player_pct_with_children	white_pct	white_pct_with_children	black_pct	black_pct_with_children	ratio_white	ratio_black	popularity_rank
E72	King's Indian Defense: Pomar System	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. g3 O-O 6. Bg2 e5 7. Nge2	['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'g2g3', 'e8g8', 'f1g2', 'e7e5', 'g1e2']	27818	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Indian Defense: West Indian Defense', ""King's Indian Defense"", ""King's Indian Defense: Normal Variation"", ""King's Indian Defense: Normal Variation, Deferred Fianchetto""]"	rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/2N3P1/PP2NPBP/R1BQK2R b KQ - 1 7	13	0	0	0	0	0	0	1.87386661647686e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2061
D80	Grünfeld Defense: Zaitsev Gambit	1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. h4	['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'h2h4']	27699	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Indian Defense: West Indian Defense', ""King's Indian Defense"", 'Grünfeld Defense']"	rnbqkb1r/ppp1pp1p/5np1/3p4/2PP3P/2N5/PP2PPP1/R1BQKBNR b KQkq - 0 4	7	0	0	0	0	0	0	1.8658505791139746e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2062
A57	Benko Gambit Declined: Hjørring Countergambit	1. d4 Nf6 2. c4 c5 3. d5 b5 4. e4	['d2d4', 'g8f6', 'c2c4', 'c7c5', 'd4d5', 'b7b5', 'e2e4']	27564	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Benoni Defense', 'Benko Gambit']"	rnbqkb1r/p2ppppp/5n2/1ppP4/2P1P3/8/PP3PPP/RNBQKBNR b KQkq - 0 4	7	0	0	0	0	0	0	1.856756755214903e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2063
A96	Dutch Defense: Classical Variation, Buenos Aires Variation	1. d4 e6 2. c4 f5 3. g3 Nf6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6 7. Nc3 a5	['d2d4', 'e7e6', 'c2c4', 'f7f5', 'g2g3', 'g8f6', 'f1g2', 'f8e7', 'g1f3', 'e8g8', 'e1g1', 'd7d6', 'b1c3', 'a7a5']	27354	"[""Queen's Pawn Game"", 'Horwitz Defense', 'Dutch Defense: Classical Variation']"	rnbq1rk1/1pp1b1pp/3ppn2/p4p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 8	14	0	0	0	0	0	0	1.8426108069274583e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2064
B28	Sicilian Defense: O'Kelly Variation, Wing Gambit	1. e4 c5 2. Nf3 a6 3. b4	['e2e4', 'c7c5', 'g1f3', 'a7a6', 'b2b4']	27300	"[""King's Pawn Game"", 'Sicilian Defense', ""Sicilian Defense: O'Kelly Variation""]"	rnbqkbnr/1p1ppppp/p7/2p5/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq - 0 3	5	0	0	0	0	0	0	1.8389732773678296e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2065
B00	Carr Defense: Zilbermints Gambit	1. e4 h6 2. d4 e5	['e2e4', 'h7h6', 'd2d4', 'e7e5']	27294	"[""King's Pawn Game"", 'Carr Defense']"	rnbqkbnr/pppp1pp1/7p/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3	4	0	0	0	0	0	0	1.8385691074167596e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2066
A84	Dutch Defense: Krause Variation	1. d4 f5 2. c4 Nf6 3. Nc3 d6 4. Nf3 Nc6	['d2d4', 'f7f5', 'c2c4', 'g8f6', 'b1c3', 'd7d6', 'g1f3', 'b8c6']	27199	"[""Queen's Pawn Game"", 'Dutch Defense', 'Dutch Defense: Normal Variation', ""Dutch Defense: Queen's Knight Variation""]"	r1bqkb1r/ppp1p1pp/2np1n2/5p2/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5	8	0	0	0	0	0	0	1.8321697498581537e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2067
B00	Owen Defense: Matovinsky Gambit	1. e4 b6 2. d4 Bb7 3. Bd3 f5 4. exf5 Bxg2 5. Qh5+ g6	['e2e4', 'b7b6', 'd2d4', 'c8b7', 'f1d3', 'f7f5', 'e4f5', 'b7g2', 'd1h5', 'g7g6']	27110	"[""King's Pawn Game"", 'Owen Defense']"	rn1qkbnr/p1ppp2p/1p4p1/5P1Q/3P4/3B4/PPP2PbP/RNB1K1NR w KQkq - 0 6	10	0	0	0	0	0	0	1.8261745622506176e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2068
C41	Philidor Defense: Hanham Variation, Steiner Variation	1. e4 e5 2. Nf3 d6 3. d4 Nd7 4. Bc4 c6 5. O-O Be7 6. dxe5	['e2e4', 'e7e5', 'g1f3', 'd7d6', 'd2d4', 'b8d7', 'f1c4', 'c7c6', 'e1g1', 'f8e7', 'd4e5']	27047	"[""King's Pawn Game"", ""King's Knight Opening"", 'Philidor Defense', 'Philidor Defense: Hanham Variation', 'Philidor Defense: Hanham Variation, Krause Variation']"	r1bqk1nr/pp1nbppp/2pp4/4P3/2B1P3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 6	11	0	0	0	0	0	0	1.821930777764384e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2069
A15	English Opening: Anglo-Indian Defense, King's Indian Formation, Double Fianchetto	1. Nf3 Nf6 2. c4 b6 3. g3 Bb7 4. Bg2 g6	['g1f3', 'g8f6', 'c2c4', 'b7b6', 'g2g3', 'c8b7', 'f1g2', 'g7g6']	26927	"['Zukertort Opening', ""English Opening: Anglo-Indian Defense, King's Knight Variation""]"	rn1qkb1r/pbpppp1p/1p3np1/8/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 5	8	0	0	0	0	0	0	1.813847378742987e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2070
A04	Zukertort Defense: Kingside Variation	1. Nf3 Nh6 2. d4 g6	['g1f3', 'g8h6', 'd2d4', 'g7g6']	26861	['Zukertort Opening']	rnbqkb1r/pppppp1p/6pn/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3	4	0	0	0	0	0	0	1.8094015092812186e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2071
C33	King's Gambit Accepted: Bishop's Gambit, Bledow Countergambit	1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 Nf6	['e2e4', 'e7e5', 'f2f4', 'e5f4', 'f1c4', 'd7d5', 'c4d5', 'g8f6']	26765	"[""King's Pawn Game"", ""King's Gambit"", ""King's Gambit Accepted"", ""King's Gambit Accepted: Bishop's Gambit"", ""King's Gambit Accepted: Bishop's Gambit, Bledow Variation""]"	rnbqkb1r/ppp2ppp/5n2/3B4/4Pp2/8/PPPP2PP/RNBQK1NR w KQkq - 1 5	8	0	0	0	0	0	0	1.802934790064101e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2072
C42	Russian Game: Moody Gambit	1. e4 e5 2. Nf3 Nf6 3. Qe2 Nc6 4. d4	['e2e4', 'e7e5', 'g1f3', 'g8f6', 'd1e2', 'b8c6', 'd2d4']	26567	"[""King's Pawn Game"", ""King's Knight Opening"", 'Russian Game']"	r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1QPPP/RNB1KB1R b KQkq - 0 4	7	0	0	0	0	0	0	1.789597181678796e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2073
C86	Ruy Lopez: Closed, Worrall Attack, Castling Line	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Qe2 b5 7. Bb3 O-O	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'f8e7', 'd1e2', 'b7b5', 'a4b3', 'e8g8']	26379	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Ruy Lopez', 'Ruy Lopez: Morphy Defense', 'Ruy Lopez: Closed', 'Ruy Lopez: Closed, Worrall Attack']"	r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPPQPPP/RNB2RK1 w - - 2 8	14	0	0	0	0	0	0	1.776933189878607e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2074
C47	Four Knights Game: Scotch Variation, Belgrade Gambit, Modern Defense	1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nd5 Nxe4 6. Qe2 f5	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6', 'd2d4', 'e5d4', 'c3d5', 'f6e4', 'd1e2', 'f7f5']	26232	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Three Knights Opening', 'Four Knights Game', 'Four Knights Game: Scotch Variation', 'Four Knights Game: Scotch Variation Accepted', 'Four Knights Game: Scotch Variation, Belgrade Gambit']"	r1bqkb1r/pppp2pp/2n5/3N1p2/3pn3/5N2/PPP1QPPP/R1B1KB1R w KQkq - 0 7	12	0	0	0	0	0	0	1.7670310260773958e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2075
B62	Sicilian Defense: Richter-Rauzer Variation, Exchange Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Nxc6	['e2e4', 'c7c5', 'g1f3', 'd7d6', 'd2d4', 'c5d4', 'f3d4', 'g8f6', 'b1c3', 'b8c6', 'c1g5', 'e7e6', 'd4c6']	26091	"[""King's Pawn Game"", 'Sicilian Defense', 'Sicilian Defense: Modern Variations', 'Sicilian Defense: Modern Variations, Main Line', 'Sicilian Defense: Classical Variation', 'Sicilian Defense: Richter-Rauzer Variation']"	r1bqkb1r/pp3ppp/2Nppn2/6B1/4P3/2N5/PPP2PPP/R2QKB1R b KQkq - 0 7	13	0	0	0	0	0	0	1.7575330322272542e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2076
D97	Grünfeld Defense: Russian Variation, Hungarian Variation	1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 a6	['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'g1f3', 'f8g7', 'd1b3', 'd5c4', 'b3c4', 'e8g8', 'e2e4', 'a7a6']	26044	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Indian Defense: West Indian Defense', ""King's Indian Defense"", 'Grünfeld Defense', 'Grünfeld Defense: Three Knights Variation', 'Grünfeld Defense: Russian Variation']"	rnbq1rk1/1pp1ppbp/p4np1/8/2QPP3/2N2N2/PP3PPP/R1B1KB1R w KQ - 0 8	14	0	0	0	0	0	0	1.754367034277207e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2077
D31	Semi-Slav Defense: Gunderam Gambit	1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4 dxe4 5. f3	['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c6', 'e2e4', 'd5e4', 'f2f3']	26028	"[""Queen's Pawn Game"", ""Queen's Gambit"", ""Queen's Gambit Declined"", ""Queen's Gambit Declined: Queen's Knight Variation"", 'Semi-Slav Defense: Accelerated Move Order', 'Semi-Slav Defense: Marshall Gambit']"	rnbqkbnr/pp3ppp/2p1p3/8/2PPp3/2N2P2/PP4PP/R1BQKBNR b KQkq - 0 5	9	0	0	0	0	0	0	1.7532892477410207e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2078
A15	English Opening: Anglo-Indian Defense, Grünfeld Formation	1. c4 Nf6 2. Nf3 g6 3. g3 d5	['c2c4', 'g8f6', 'g1f3', 'g7g6', 'g2g3', 'd7d5']	26003	['English Opening', 'English Opening: Anglo-Indian Defense']	rnbqkb1r/ppp1pp1p/5np1/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 0 4	6	0	0	0	0	0	0	1.7516052062782297e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2079
A66	Benoni Defense: Mikenas Variation	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4 Bg7 8. e5	['d2d4', 'g8f6', 'c2c4', 'c7c5', 'd4d5', 'e7e6', 'b1c3', 'e6d5', 'c4d5', 'd7d6', 'e2e4', 'g7g6', 'f2f4', 'f8g7', 'e4e5']	25984	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Benoni Defense', 'Benoni Defense: Modern Variation', ""Benoni Defense: King's Pawn Line"", 'Benoni Defense: Pawn Storm Variation']"	rnbqk2r/pp3pbp/3p1np1/2pPP3/5P2/2N5/PP4PP/R1BQKBNR b KQkq - 0 8	15	0	0	0	0	0	0	1.7503253347665085e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2080
E75	King's Indian Defense: Averbakh Variation, Main Line	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Be2 O-O 6. Bg5 c5 7. d5 e6	['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'f1e2', 'e8g8', 'c1g5', 'c7c5', 'd4d5', 'e7e6']	25884	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Indian Defense: West Indian Defense', ""King's Indian Defense"", ""King's Indian Defense: Normal Variation"", ""King's Indian Defense: Normal Variation, Standard Development"", ""King's Indian Defense: Averbakh Variation"", ""King's Indian Defense: Averbakh Variation, Benoni Defense, Advance Variation"", ""King's Indian Defense: Averbakh Variation, Benoni Defense""]"	rnbq1rk1/pp3pbp/3ppnp1/2pP2B1/2P1P3/2N5/PP2BPPP/R2QK1NR w KQ - 0 8	14	0	0	0	0	0	0	1.7435891689153443e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2081
C25	Vienna Game: Hamppe-Muzio Gambit	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. Bc4 g4 6. O-O	['e2e4', 'e7e5', 'b1c3', 'b8c6', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'f1c4', 'g5g4', 'e1g1']	25827	"[""King's Pawn Game"", 'Vienna Game', 'Vienna Game: Max Lange Defense', 'Vienna Gambit, with Max Lange Defense', 'Vienna Gambit, with Max Lange Defense: Knight Variation']"	r1bqkbnr/pppp1p1p/2n5/8/2B1Ppp1/2N2N2/PPPP2PP/R1BQ1RK1 b kq - 1 6	11	0	0	0	0	0	0	1.7397495543801806e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2082
A04	Zukertort Opening: Drunken Cavalry Variation	1. Nf3 Na6 2. e4 Nh6	['g1f3', 'b8a6', 'e2e4', 'g8h6']	25822	['Zukertort Opening']	r1bqkb1r/pppppppp/n6n/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 1 3	4	0	0	0	0	0	0	1.7394127460876225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2083
D00	Blackmar-Diemer Gambit: Lemberger Countergambit, Soller Attack	1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Be3	['d2d4', 'd7d5', 'e2e4', 'd5e4', 'b1c3', 'e7e5', 'c1e3']	25787	"[""Queen's Pawn Game"", 'Blackmar-Diemer Gambit', 'Blackmar-Diemer Gambit: Lemberger Countergambit']"	rnbqkbnr/ppp2ppp/8/4p3/3Pp3/2N1B3/PPP2PPP/R2QKBNR b KQkq - 1 4	7	0	0	0	0	0	0	1.737055088039715e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2084
D40	Queen's Gambit Declined: Semi-Tarrasch Defense, Symmetrical Variation	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. e3 Nc6 6. Bd3 Bd6 7. O-O O-O	['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'g8f6', 'g1f3', 'c7c5', 'e2e3', 'b8c6', 'f1d3', 'f8d6', 'e1g1', 'e8g8']	25753	"[""Queen's Pawn Game"", ""Queen's Gambit"", ""Queen's Gambit Declined"", ""Queen's Gambit Declined: Queen's Knight Variation"", ""Queen's Gambit Declined: Normal Defense""]"	r1bq1rk1/pp3ppp/2nbpn2/2pp4/2PP4/2NBPN2/PP3PPP/R1BQ1RK1 w - - 5 8	14	0	0	0	0	0	0	1.7347647916503193e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2085
B84	Sicilian Defense: Najdorf Variation, Scheveningen Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be2 e6 7. O-O Nbd7	['e2e4', 'c7c5', 'g1f3', 'd7d6', 'd2d4', 'c5d4', 'f3d4', 'g8f6', 'b1c3', 'a7a6', 'f1e2', 'e7e6', 'e1g1', 'b8d7']	25626	"[""King's Pawn Game"", 'Sicilian Defense', 'Sicilian Defense: Modern Variations', 'Sicilian Defense: Modern Variations, Main Line', 'Sicilian Defense: Najdorf Variation', 'Sicilian Defense: Najdorf Variation, Opocensky Variation', 'Sicilian Defense: Scheveningen Variation, Classical Variation']"	r1bqkb1r/1p1n1ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq - 2 8	14	0	0	0	0	0	0	1.7262098610193407e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2086
B20	Sicilian Defense: Snyder Variation, Queen Fianchetto Variation	1. e4 c5 2. b3 b6	['e2e4', 'c7c5', 'b2b3', 'b7b6']	25516	"[""King's Pawn Game"", 'Sicilian Defense', 'Sicilian Defense: Snyder Variation']"	rnbqkbnr/p2ppppp/1p6/2p5/4P3/1P6/P1PP1PPP/RNBQKBNR w KQkq - 0 3	4	0	0	0	0	0	0	1.71880007858306e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2087
D52	Queen's Gambit Declined: Cambridge Springs Defense, Rubinstein Variation	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 Nbd7 6. e3 Qa5 7. Nd2 dxc4	['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'b1c3', 'e7e6', 'c1g5', 'b8d7', 'e2e3', 'd8a5', 'f3d2', 'd5c4']	25462	"[""Queen's Pawn Game"", ""Queen's Gambit"", 'Slav Defense', 'Slav Defense: Three Knights Variation', 'Slav Defense: Modern Line', 'Semi-Slav Defense', ""Queen's Gambit Declined: Cambridge Springs Defense""]"	r1b1kb1r/pp1n1ppp/2p1pn2/q5B1/2pP4/2N1P3/PP1N1PPP/R2QKB1R w KQkq - 0 8	14	0	0	0	0	0	0	1.7151625490234314e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2088
C44	Ponziani Opening: Steinitz Variation	1. e4 e5 2. Nf3 Nc6 3. c3 d5 4. Qa4 f6	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'c2c3', 'd7d5', 'd1a4', 'f7f6']	25340	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Ponziani Opening']"	r1bqkbnr/ppp3pp/2n2p2/3pp3/Q3P3/2P2N2/PP1P1PPP/RNB1KB1R w KQkq - 0 5	8	0	0	0	0	0	0	1.706944426685011e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2089
D33	Tarrasch Defense: Wagner Variation	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Bg4	['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c5', 'c4d5', 'e6d5', 'g1f3', 'b8c6', 'g2g3', 'g8f6', 'f1g2', 'c8g4']	25279	"[""Queen's Pawn Game"", ""Queen's Gambit"", ""Queen's Gambit Declined"", ""Queen's Gambit Declined: Queen's Knight Variation"", 'Tarrasch Defense', ""Queen's Gambit Declined: Tarrasch Defense"", 'Tarrasch Defense: Two Knights Variation', 'Tarrasch Defense: Prague Variation', 'Tarrasch Defense: Rubinstein System']"	r2qkb1r/pp3ppp/2n2n2/2pp4/3P2b1/2N2NP1/PP2PPBP/R1BQK2R w KQkq - 3 8	14	0	0	0	0	0	0	1.7028353655158008e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2090
D20	Queen's Gambit Accepted: Central Variation, Rubinstein Defense, Yefimov Gambit	1. d4 d5 2. c4 dxc4 3. e4 c5 4. d5 b5	['d2d4', 'd7d5', 'c2c4', 'd5c4', 'e2e4', 'c7c5', 'd4d5', 'b7b5']	24954	"[""Queen's Pawn Game"", ""Queen's Gambit"", ""Queen's Gambit Accepted"", ""Queen's Gambit Accepted: Saduleto Variation"", ""Queen's Gambit Accepted: Central Variation, Rubinstein Defense""]"	rnbqkbnr/p3pppp/8/1ppP4/2p1P3/8/PP3PPP/RNBQKBNR w KQkq - 0 5	8	0	0	0	0	0	0	1.6809428264995171e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2091
C41	Philidor Defense: Lion Variation, Lion's Claw, with Be2 and c6	1. e4 e5 2. Nf3 d6 3. d4 Nf6 4. Nc3 Nbd7 5. Be2 Be7 6. O-O c6	['e2e4', 'e7e5', 'g1f3', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'b8d7', 'f1e2', 'f8e7', 'e1g1', 'c7c6']	24900	"[""King's Pawn Game"", ""King's Knight Opening"", 'Philidor Defense', 'Philidor Defense: Nimzowitsch Variation', 'Philidor Defense: Lion Variation']"	r1bqk2r/pp1nbppp/2pp1n2/4p3/3PP3/2N2N2/PPP1BPPP/R1BQ1RK1 w kq - 0 7	12	0	0	0	0	0	0	1.6773052969398885e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2092
C55	Italian Game: Giuoco Piano, Rosentreter Variation	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. O-O Bc5 5. d4 Bxd4 6. Nxd4 Nxd4 7. Bg5 h6 8. Bh4 g5 9. f4	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'e1g1', 'f8c5', 'd2d4', 'c5d4', 'f3d4', 'c6d4', 'c1g5', 'h7h6', 'g5h4', 'g7g5', 'f2f4']	24873	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Italian Game', 'Italian Game: Two Knights Defense']"	r1bqk2r/pppp1p2/5n1p/4p1p1/2BnPP1B/8/PPP3PP/RN1Q1RK1 b kq - 0 9	17	0	0	0	0	0	0	1.6754865321600741e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2093
B27	Pterodactyl Defense: Western, Pterodactyl	1. e4 c5 2. Nf3 g6 3. c3 Bg7 4. d4 Qa5	['e2e4', 'c7c5', 'g1f3', 'g7g6', 'c2c3', 'f8g7', 'd2d4', 'd8a5']	24758	"[""King's Pawn Game"", 'Sicilian Defense', 'Sicilian Defense: Hyperaccelerated Dragon']"	rnb1k1nr/pp1pppbp/6p1/q1p5/3PP3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 1 5	8	0	0	0	0	0	0	1.6677399414312354e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2094
C96	Ruy Lopez: Closed, Borisenko Variation	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5 11. d4 Nc6	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'f8e7', 'f1e1', 'b7b5', 'a4b3', 'd7d6', 'c2c3', 'e8g8', 'h2h3', 'c6a5', 'b3c2', 'c7c5', 'd2d4', 'a5c6']	24728	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Ruy Lopez', 'Ruy Lopez: Morphy Defense', 'Ruy Lopez: Closed', 'Ruy Lopez: Closed, Chigorin Defense']"	r1bq1rk1/4bppp/p1np1n2/1pp1p3/3PP3/2P2N1P/PPB2PP1/RNBQR1K1 w - - 1 12	22	0	0	0	0	0	0	1.665719091675886e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2095
C62	Ruy Lopez: Steinitz Defense, Center Gambit	1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. d4 exd4 5. O-O	['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'd7d6', 'd2d4', 'e5d4', 'e1g1']	24637	"[""King's Pawn Game"", ""King's Knight Opening"", ""King's Knight Opening: Normal Variation"", 'Ruy Lopez', 'Ruy Lopez: Steinitz Defense']"	r1bqkbnr/ppp2ppp/2np4/1B6/3pP3/5N2/PPP2PPP/RNBQ1RK1 b kq - 1 5	9	0	0	0	0	0	0	1.6595891807513266e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2096
C25	Vienna Gambit, with Max Lange Defense: Hamppe-Muzio Gambit	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. Bc4 g4 6. O-O gxf3	['e2e4', 'e7e5', 'b1c3', 'b8c6', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'f1c4', 'g5g4', 'e1g1', 'g4f3']	24609	"[""King's Pawn Game"", 'Vienna Game', 'Vienna Game: Max Lange Defense', 'Vienna Gambit, with Max Lange Defense', 'Vienna Gambit, with Max Lange Defense: Knight Variation', 'Vienna Game: Hamppe-Muzio Gambit']"	r1bqkbnr/pppp1p1p/2n5/8/2B1Pp2/2N2p2/PPPP2PP/R1BQ1RK1 w kq - 0 7	12	0	0	0	0	0	0	1.6577030543130006e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2097
D83	Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit, Capablanca Variation	1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bf4 Bg7 5. e3 O-O 6. Rc1	['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'c1f4', 'f8g7', 'e2e3', 'e8g8', 'a1c1']	24327	"[""Queen's Pawn Game"", 'Indian Defense', 'Indian Defense: Normal Variation', 'Indian Defense: West Indian Defense', ""King's Indian Defense"", 'Grünfeld Defense', 'Grünfeld Defense: Brinckmann Attack', 'Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit']"	rnbq1rk1/ppp1ppbp/5np1/3p4/2PP1B2/2N1P3/PP3PPP/2RQKBNR b K - 2 6	11	0	0	0	0	0	0	1.6387070666127175e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2098
